id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,release_date,album_id,album_name,track_number,preview_url
5erCwioOcRwP59NJUAtEK3,0.526,0.491,5,-9.147,0,0.196,0.558,0.0,0.186,0.336,128.093,225906,4,True,71,2020-10-09,26uL4J5FErma5bp8r3UVnX,The Blue Print – Us Vs. Them,21,
5udkv8BEG1sAN5ZtR6CAzv,0.513,0.689,0,-5.369,1,0.0462,0.118,0.0,0.147,0.716,170.832,226251,4,True,62,2023-04-21,1W2Srir1JwdyDQMrN66CF5,The Dumb Song,1,
6yv9it6siINSacVKHrgLmI,0.736,0.865,6,-4.893,0,0.0583,0.00718,0.000141,0.0446,0.888,172.037,183040,4,False,71,2023-06-29,4HAKrFKWngyiF8OsEdoS09,Hora de Salir,1,https://p.scdn.co/mp3-preview/79ad92853e82a00cbeb45fe00b969e4016b9a347?cid=29942d75c20b46b9b01eb4cd31edff20
7LJETXmpThAx6IvUzczYNR,0.646,0.798,4,-5.283,0,0.0767,0.000305,9.84e-05,0.0922,0.821,113.959,215601,4,False,69,2023-03-24,5rHd8n9uWIpq9w0PP5ZcI3,So Much (For) Stardust,3,https://p.scdn.co/mp3-preview/0ba656ab6455c22da843ecfeb6314b227ae772f9?cid=29942d75c20b46b9b01eb4cd31edff20
7LbhIjYNfCguxjAw43Mkff,0.715,0.931,11,-3.548,0,0.0426,0.00573,0.00185,0.0549,0.615,119.971,181648,4,False,63,2023-01-27,5NgQit6EhPnx84bxgVVDRQ,Diamonds & Dancefloors,4,https://p.scdn.co/mp3-preview/0fe82d6c63ec96687dce03dea050fc6f736ca536?cid=29942d75c20b46b9b01eb4cd31edff20
2VBLFxCUyFp5BfmsZpxcis,0.436,0.951,7,-4.748,0,0.202,0.0046,0.0,0.149,0.428,169.955,223320,4,False,76,2023-04-10,1xml9CR90tJdvTESDk4Q4s,絆ノ奇跡,1,https://p.scdn.co/mp3-preview/c6549abc86f7da1fae4f8348198da78bc21674bf?cid=29942d75c20b46b9b01eb4cd31edff20
3JsH3qnwhYGs20PBMsCgNx,0.66,0.878,6,-6.647,0,0.0596,0.212,0.663,0.16,0.264,129.004,213800,4,False,70,2023-03-10,32JzuMXyPDs6ihDnRGh8vy,Voodoo,1,
6SroqZFR8fPAcvhteW5y9W,0.579,0.725,9,-4.841,1,0.0547,0.00224,0.0,0.263,0.353,170.144,230137,4,True,55,2023-01-20,0F166z0TRwmSRuHBOId890,MANSION MUSIK,9,
0b6xZk9f96N77BfmYWnQNC,0.807,0.354,9,-7.554,1,0.0321,0.15,0.713,0.186,0.602,78.964,155722,4,False,74,2023-07-07,2T7LuxZRr6SQMgABLtoYTH,Sunburn,13,https://p.scdn.co/mp3-preview/9032e498034808b9a49d881dd23ca431a20954a5?cid=29942d75c20b46b9b01eb4cd31edff20
3QWewnpi4NabW73JGjWgx5,0.228,0.0685,1,-13.743,1,0.0431,0.926,7.39e-06,0.0658,0.309,166.482,62933,4,False,36,2023-10-13,2yyDNz8lkP0igqZfZzEgv0,Jonny,16,https://p.scdn.co/mp3-preview/8506163f4237da7d0a522bf0d04cd2a8845336d4?cid=29942d75c20b46b9b01eb4cd31edff20
1hF4106ZfduY2w6YETij5M,0.812,0.878,7,-7.549,1,0.0967,0.212,0.000692,0.18,0.422,112.977,205885,4,False,49,2023-09-08,6vcc4wRUsVttlO9ARfW4Nf,I Wanna,1,https://p.scdn.co/mp3-preview/818b20a1c9569782555ecd5cc557aa88403a8360?cid=29942d75c20b46b9b01eb4cd31edff20
1PyEIqKSHiGNK9KjxosuHi,0.75,0.83,0,-3.544,1,0.0683,0.115,0.0,0.765,0.688,104.937,182857,4,True,74,2023-06-26,0JxZiYcTT06o0ir80SbEdW,LA BABY,1,https://p.scdn.co/mp3-preview/2109d446179e906f99a6e8cbffbaf6a07baa98d1?cid=29942d75c20b46b9b01eb4cd31edff20
0h3dJV8JA5oxPzSF4tkz2t,0.707,0.83,9,-5.331,0,0.0642,0.171,0.0,0.176,0.758,128.106,203547,4,False,72,2023-05-12,0ymqvaOiilJa797C3Y2mZh,Hare Hare,1,https://p.scdn.co/mp3-preview/98dbbfc7007189a7652b32c6a182a3f24f160c8c?cid=29942d75c20b46b9b01eb4cd31edff20
6Qzt3SRdoxQdG2lza82ExB,0.487,0.725,9,-6.231,0,0.0326,0.0122,0.0,0.0957,0.33,130.986,237915,4,False,57,2023-09-22,7M3OZ6ZLQHE5kF0yO7t07c,Windows,1,
5fX8WljoAFrmFrFqahjz4Y,0.571,0.758,2,-4.518,1,0.065,0.0879,0.0,0.326,0.723,76.503,157563,4,False,65,2023-07-07,2T7LuxZRr6SQMgABLtoYTH,Sunburn,6,https://p.scdn.co/mp3-preview/6025c0a660c88e78e6a25cfd46e6a6dbb117aa60?cid=29942d75c20b46b9b01eb4cd31edff20
621bFmNYKldPwZQExIK3VU,0.466,0.865,2,-5.044,1,0.0423,0.0103,0.00474,0.102,0.617,149.904,233320,4,False,57,2023-07-21,4WsKcrfETIMvKNJPnsl5KX,History Books (feat. Bruce Springsteen),1,https://p.scdn.co/mp3-preview/cd4bdccca736fe800ee4863f2f6a947bce46f681?cid=29942d75c20b46b9b01eb4cd31edff20
4lMyi03aRk8nPBLLGyqAVz,0.908,0.757,11,-3.889,0,0.0606,0.015,0.0,0.0673,0.577,106.031,134425,4,True,81,2023-07-27,5c96P3dSu3UIgrGhIaE7RO,It's Getting Hot,1,https://p.scdn.co/mp3-preview/01281fa5840d4a0e858b25133e4c59d97baf9e9e?cid=29942d75c20b46b9b01eb4cd31edff20
4xCyIzLPgHGIoma9yJRrcv,0.637,0.802,11,-4.374,1,0.0387,0.00536,0.0,0.0946,0.89,152.063,173867,4,False,46,2023-04-28,2WSeZEFsZKPJQ09abZCIaz,NATE SMITH (DELUXE),23,https://p.scdn.co/mp3-preview/f0718a966d4278d38867d0cfca58628fc1161d5c?cid=29942d75c20b46b9b01eb4cd31edff20
0txehYCgDcWarBnMOatu1D,0.691,0.548,1,-7.887,1,0.126,0.0101,0.0,0.0831,0.124,145.959,159452,4,True,54,2023-05-26,6ciIG1XKTlVIn0Yl8rvsce,Almost Healed,19,https://p.scdn.co/mp3-preview/551e245603123bddd4ce7e224be96aab54e139a4?cid=29942d75c20b46b9b01eb4cd31edff20
4M68xjcc42oxyphhzpOWXS,0.67,0.555,1,-9.12,0,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,146808,4,True,77,2023-09-15,0xojHpNNGFiPqc3TXmh6Gv,Nostalgia,13,https://p.scdn.co/mp3-preview/71f238230125a1afd5a414d37bef59c790135b42?cid=29942d75c20b46b9b01eb4cd31edff20
70b5Sq3ePOu3Gqg0hjlOtR,0.354,0.411,0,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,90.831,225080,4,False,70,2013-01-01,7lZs5r4oQV2nutddffLrg0,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),3,
4mRcWpEcBCXNzrapIH76R7,0.567,0.66,9,-6.357,0,0.317,0.51,1.14e-05,0.186,0.262,108.81,163800,5,True,61,2023-06-23,6qElaeK7SHsEzb8uV8eG3D,BUSINESS IS BUSINESS,13,https://p.scdn.co/mp3-preview/a17ba0033549ff28f8e587bba5918485d400ae19?cid=29942d75c20b46b9b01eb4cd31edff20
0mYDmAlfKvnSigoH2h9XbZ,0.602,0.895,1,-4.155,1,0.0572,0.0957,0.0,0.118,0.545,129.929,185315,4,False,53,2023-07-28,0NcALFoPC2VFUj05Jsj9zP,Honky Tonkin' About,1,https://p.scdn.co/mp3-preview/ac080f8158fc360b4707196d35f1438b821a41c3?cid=29942d75c20b46b9b01eb4cd31edff20
2JNaqjOm7jHePMdr6WIadg,0.614,0.693,9,-5.983,1,0.13,7.46e-05,1.48e-05,0.1,0.0698,159.925,153741,4,True,57,2023-05-26,6ciIG1XKTlVIn0Yl8rvsce,Almost Healed,14,https://p.scdn.co/mp3-preview/98c7944026c4b58118d3193ddbb77f615115e56c?cid=29942d75c20b46b9b01eb4cd31edff20
251CD0wYHfHLaXJQMn7Dk2,0.57,0.701,1,-6.264,1,0.0473,0.021,0.0,0.14,0.248,162.857,175996,3,True,53,2023-05-26,6ciIG1XKTlVIn0Yl8rvsce,Almost Healed,18,https://p.scdn.co/mp3-preview/0de1b020d8e053f50800967aeb2f86b78399583a?cid=29942d75c20b46b9b01eb4cd31edff20
05grSYrVwYw58YMOdJceyz,0.706,0.64,4,-3.146,0,0.203,0.086,0.0,0.537,0.184,143.905,164838,4,False,68,2023-06-30,2ua5bFkZLZl1lIgKWtYZIz,Pink Tape,20,https://p.scdn.co/mp3-preview/a7a884208df125540e52dd27e27796b8f880ff55?cid=29942d75c20b46b9b01eb4cd31edff20
1kwPxt35W7cG3rryxR48PO,0.971,0.671,10,-5.26,0,0.154,0.416,0.0,0.128,0.754,119.965,192000,4,True,79,2023-05-26,005G0y1M64Y9LmPRuHcD0U,Johnny Dang (with Paul Wall & DRODi),1,
6Ea2oEzysv4UECGNxL1IEW,0.738,0.883,8,-7.989,1,0.0818,0.053,0.193,0.102,0.651,125.04,197165,4,False,76,2023-06-02,6UC9oEbksP0m0Sfl1sgVEQ,Eat Your Man (with Nelly Furtado),1,https://p.scdn.co/mp3-preview/2a0d170b81439da188855fd1cd7f344728d20218?cid=29942d75c20b46b9b01eb4cd31edff20
1DrRFignz0xbQBSlBQrJL9,0.47,0.938,9,-4.355,1,0.0429,2.45e-05,0.00413,0.0421,0.395,123.383,396293,4,False,53,2023-03-01,4InfBU6v65fzQM6vpSdDJf,If Darkness Had a Son,1,
2d2lYLXMF8KEZIrPFrFDZN,0.538,0.478,8,-4.256,0,0.0262,0.761,3.62e-05,0.132,0.313,136.072,262987,4,False,43,2023-05-19,5hOFWwfkeWetTEnMTbX4q9,Gag Order,13,https://p.scdn.co/mp3-preview/e791b90087d74a0ccaa4f3a3d6575791db682e91?cid=29942d75c20b46b9b01eb4cd31edff20
31MNHKE86sEXzIglbGQ6mu,0.777,0.686,7,-6.498,0,0.0308,0.223,0.00148,0.318,0.582,127.002,198448,4,True,71,2023-10-13,5UcGyEltve5psjxSRsHx8E,Something To Give Each Other,7,
7sc6s7JYr53wn2zBF2Fg1R,0.655,0.144,2,-15.647,1,0.917,0.409,0.0,0.275,0.271,140.775,87751,1,False,48,2023-05-26,6ciIG1XKTlVIn0Yl8rvsce,Almost Healed,1,https://p.scdn.co/mp3-preview/8efea437b06cf4a1b89e8b29cee0c24d9bc0d99f?cid=29942d75c20b46b9b01eb4cd31edff20
5FHPvs8RxWBQXP2Rq9I2B2,0.67,0.727,7,-5.477,1,0.0689,0.277,0.0,0.52,0.412,110.151,150013,4,False,65,2023-01-27,5Vqzr0g0cyJES3rIs4IkTq,You Only Love Me,1,https://p.scdn.co/mp3-preview/6cb7ac32b74d9bee8fcbeb5f0c206e1668afb69a?cid=29942d75c20b46b9b01eb4cd31edff20
45Kr3PruCNV384DWuhd2bU,0.626,0.907,1,-5.015,1,0.043,0.00076,1.01e-05,0.057,0.345,108.015,204147,4,False,41,2023-06-02,48IIrMkjEllIHdiAO3YASh,We Could Be The One,1,https://p.scdn.co/mp3-preview/e9ce58d5b115b90b7b6fcf9acca84b980c6da7e0?cid=29942d75c20b46b9b01eb4cd31edff20
64b4ElrrZOEp3H1Pac2lG6,0.418,0.758,3,-5.914,1,0.0407,0.000174,0.00107,0.13,0.202,127.907,212041,4,False,59,2023-06-30,2ua5bFkZLZl1lIgKWtYZIz,Pink Tape,17,https://p.scdn.co/mp3-preview/e4c7e84e76f43d35f6c33ffaf809a567d34e01d1?cid=29942d75c20b46b9b01eb4cd31edff20
73S4fsK22WH929PLFNYgOj,0.926,0.577,10,-6.805,0,0.367,0.0401,0.0,0.23,0.304,134.383,174467,4,True,79,2023-07-28,3PgS3nituPh4DDt5LT1cNL,JEALOUSY (feat. Cardi B),1,
5g2GhW0Xdc0HHwUCaKkmRQ,0.466,0.736,8,-4.805,1,0.0293,0.143,8.56e-05,0.129,0.214,199.942,204650,4,False,62,2023-03-24,3QWc9HhBWgk9dIEwOkJx4q,Memento Mori,2,https://p.scdn.co/mp3-preview/1e4add050e0802f0deb935eefea7762d2be0a106?cid=29942d75c20b46b9b01eb4cd31edff20
3jK53bWJDGzbTbqaBayfBB,0.565,0.82,4,-5.729,1,0.162,0.00952,0.0,0.0824,0.859,174.985,210952,4,False,51,2023-03-17,6AxPMn4e6dETGN7PNvH3xM,Wild Dogs (Running in a Slow Dream),1,https://p.scdn.co/mp3-preview/bb920413e93c72a3bb48f96d125a75aebabebdd9?cid=29942d75c20b46b9b01eb4cd31edff20
0rZxDClq3zo0rvPOShiYzi,0.462,0.464,6,-8.303,1,0.0334,0.81,0.0,0.212,0.223,129.933,167800,3,False,50,2023-04-28,2WSeZEFsZKPJQ09abZCIaz,NATE SMITH (DELUXE),26,https://p.scdn.co/mp3-preview/49d5570f50e0babdc8c95892b279584af50fe989?cid=29942d75c20b46b9b01eb4cd31edff20
79AzC6p5uKHZC4Rb7xrpR1,0.561,0.682,2,-8.765,1,0.39,0.265,0.0,0.124,0.329,133.92,148533,5,True,52,2023-06-23,6qElaeK7SHsEzb8uV8eG3D,BUSINESS IS BUSINESS,15,https://p.scdn.co/mp3-preview/4c6c4a54b7ba26297aec7a2471bd4eee60e922e6?cid=29942d75c20b46b9b01eb4cd31edff20
50Q0BUdTTtaMumIELoyrm8,0.733,0.599,9,-5.747,1,0.0494,0.000929,0.000304,0.116,0.766,123.991,160578,4,False,76,2023-08-07,5Z7AW7f77nqvK7qbJZehlX,GAME PLAN,2,https://p.scdn.co/mp3-preview/af04e9b08730d68369292163fea90eb1051d2dca?cid=29942d75c20b46b9b01eb4cd31edff20
2V875q2TKxJrT3jR4TyKEE,0.795,0.603,8,-6.337,0,0.143,0.00169,0.0,0.14,0.376,128.097,210241,4,True,61,2023-05-05,2Sl8X3Uu2N4B2pVa9y5U29,If Looks Could Kill,3,
45ei5A1TycXr9ZsWaFZiuT,0.727,0.497,1,-9.039,0,0.145,0.0237,0.0,0.158,0.256,128.969,139840,4,True,58,2023-05-26,6ciIG1XKTlVIn0Yl8rvsce,Almost Healed,4,https://p.scdn.co/mp3-preview/e6b1ae4ec57f9caf3120f71b9ad9987873ad9ce6?cid=29942d75c20b46b9b01eb4cd31edff20
2w4NpuHV8X5FOlJpM7GDZF,0.679,0.673,1,-5.465,1,0.0856,0.0177,0.0,0.181,0.086,148.935,201898,4,True,59,2023-06-30,2ua5bFkZLZl1lIgKWtYZIz,Pink Tape,26,https://p.scdn.co/mp3-preview/4c968a36923b8d22f62bddfb7c9fda9a835edb07?cid=29942d75c20b46b9b01eb4cd31edff20
60kl9blMLz8yl3akeh6sXe,0.543,0.503,7,-8.818,1,0.0336,0.626,5.32e-05,0.0913,0.149,129.928,219973,4,False,48,2023-10-13,2yyDNz8lkP0igqZfZzEgv0,Jonny,10,https://p.scdn.co/mp3-preview/3e9163664cc777ad626712131050ae8c31bdbe35?cid=29942d75c20b46b9b01eb4cd31edff20
3GobAcb9xUMN6K0XU4SK8G,0.619,0.787,11,-5.508,0,0.243,0.476,0.000429,0.123,0.899,113.799,130538,4,True,13,2023-10-10,4OrIyJZl0QqMmGV6DVBU7O,Whine (Dance Mix),2,https://p.scdn.co/mp3-preview/c66d37d1ba291c6cddf9495e8cbb702e4380d58e?cid=29942d75c20b46b9b01eb4cd31edff20
074mNWb0RaPPO2VearuzNf,0.403,0.369,0,-3.759,1,0.0314,0.616,0.0,0.281,0.329,98.371,252861,3,False,54,2023-05-24,2OLe0n6bwoENO1FD8dlDgp,Fought & Lost (feat. Brian May),1,https://p.scdn.co/mp3-preview/b2c24ec9e7da5faa7fd6ba8ad98de624599cfcf9?cid=29942d75c20b46b9b01eb4cd31edff20
3frC55hy41BhQK65FiJK7q,0.63,0.263,10,-9.959,1,0.0511,0.926,4.18e-05,0.104,0.453,151.671,167921,4,False,60,2023-07-07,2T7LuxZRr6SQMgABLtoYTH,Sunburn,11,https://p.scdn.co/mp3-preview/2c6c94acf433d054f45c480504b3d71918dffec6?cid=29942d75c20b46b9b01eb4cd31edff20
3MKTciJfDAJjO0SjFZQsVx,0.556,0.435,2,-10.851,0,0.0435,0.887,0.0,0.101,0.24,103.114,166019,4,False,56,2023-03-17,1ILoaJqrJ2yRbb1J1ILpam,Future Lover,1,https://p.scdn.co/mp3-preview/a1911297a9ba732aa0b445e9b107154d84103ee7?cid=29942d75c20b46b9b01eb4cd31edff20
6qWW8mNGVEMNQ8mhPEaAJ5,0.46,0.338,6,-14.228,0,0.0987,0.87,2.84e-05,0.11,0.0849,84.817,176190,4,True,60,2023-07-07,2T7LuxZRr6SQMgABLtoYTH,Sunburn,14,https://p.scdn.co/mp3-preview/dea1b866b45862c374569c0d3b1cbc94e9e82ebc?cid=29942d75c20b46b9b01eb4cd31edff20
3M48swVS1NBX5V4SLESekp,0.544,0.965,0,-5.726,1,0.0814,0.000335,0.0,0.495,0.371,125.066,275774,4,False,58,2023-06-16,53X6xpjjMDMfZ5IWMyonvC,"PetroDragonic Apocalypse; or, Dawn of Eternal Night: An Annihilation of Planet Earth and the Beginning of Merciless Damnation",5,
0uXhQHd0wYV9gvXyMcpnQj,0.614,0.531,8,-6.043,1,0.0339,0.0992,0.0,0.121,0.519,151.827,178773,4,False,62,2023-04-28,2WSeZEFsZKPJQ09abZCIaz,NATE SMITH (DELUXE),19,https://p.scdn.co/mp3-preview/295ccce1ba437c49189d845b5c952f7b5b71c211?cid=29942d75c20b46b9b01eb4cd31edff20
1RtxMS6dcQuxK5y8TKh4Md,0.337,0.925,9,-4.649,1,0.0822,0.000366,2.99e-06,0.292,0.355,174.986,215867,4,False,61,2023-04-17,71gRqLVrm4OMLRUYXMkWbu,コイコガレ,1,https://p.scdn.co/mp3-preview/ca1662ac37aacc795e2e41d1650e007b5181a0c2?cid=29942d75c20b46b9b01eb4cd31edff20
0LbZLBBZI1NfaDgb4dx0UD,0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038,185933,4,True,76,2023-08-18,5DvJgsMLbaR1HmAI6VhfcQ,Endless Summer Vacation,2,https://p.scdn.co/mp3-preview/b70d6946222644d6d88d5b88fe0c8446c6240bd0?cid=29942d75c20b46b9b01eb4cd31edff20
4J1AUUtkxefSV7FpwmdQzR,0.665,0.693,1,-4.496,0,0.0317,0.00905,0.0,0.108,0.525,110.953,190114,4,False,51,2023-07-13,5JOlQZepRNgdSUnSilYi32,I DO,1,https://p.scdn.co/mp3-preview/811fbddcf0fcca3f222ff9861f5b7f6fd2c72a1b?cid=29942d75c20b46b9b01eb4cd31edff20
7rS4oy2qpJNULQAVgJQTun,0.681,0.626,0,-5.41,1,0.0365,0.00887,5.56e-06,0.0791,0.676,128.036,182085,4,False,57,2023-02-17,2UaBO1EDivXwUZengjvRBG,Heart Wants What It Wants,1,https://p.scdn.co/mp3-preview/b26b1f7f8ca6903fc5bf60ab77b9d2443e14fde1?cid=29942d75c20b46b9b01eb4cd31edff20
0unNLQbn2xlm2nPcB1pdjS,0.473,0.751,8,-5.196,1,0.0318,9.91e-05,0.0181,0.118,0.569,110.025,183787,4,False,70,2023-04-28,2WSeZEFsZKPJQ09abZCIaz,NATE SMITH (DELUXE),12,https://p.scdn.co/mp3-preview/d970f37dc60bcedd7754d6e9f759cb4ceea34a90?cid=29942d75c20b46b9b01eb4cd31edff20
2iUQCloOfXTzjZAyW23pGf,0.682,0.376,1,-11.157,1,0.302,0.00272,0.000303,0.108,0.166,149.809,140800,4,True,57,2023-05-26,6ciIG1XKTlVIn0Yl8rvsce,Almost Healed,12,https://p.scdn.co/mp3-preview/40134d27846ca836329e2a7c4e0080a2f241acbc?cid=29942d75c20b46b9b01eb4cd31edff20
2fDiyBcQxd8mNsKhBTuCxj,0.387,0.453,0,-7.478,1,0.0478,0.738,0.0,0.0841,0.286,79.885,201320,3,False,48,2023-04-28,2WSeZEFsZKPJQ09abZCIaz,NATE SMITH (DELUXE),20,https://p.scdn.co/mp3-preview/68a278166431a69f0e5f14ec6ef005f9cbaa770b?cid=29942d75c20b46b9b01eb4cd31edff20
5s3oeNeOU78mS7B43xhVxU,0.511,0.871,2,-5.111,1,0.0629,0.000939,0.0,0.111,0.306,115.978,223400,4,False,42,2023-04-28,2WSeZEFsZKPJQ09abZCIaz,NATE SMITH (DELUXE),25,https://p.scdn.co/mp3-preview/4594703d6ae40ddd851e810469fa3e0bce3d4461?cid=29942d75c20b46b9b01eb4cd31edff20
60bbiP93CSxmLibuwvxay9,0.67,0.559,2,-5.768,1,0.0595,0.38,1.28e-06,0.0939,0.567,146.987,197803,4,True,73,2023-07-28,4T2TQZ3hlWAsCe9PXK3uM9,Diplo Presents Thomas Wesley: Chapter 2 - Swamp Savant,9,https://p.scdn.co/mp3-preview/aa2a6b94e0f29966bc3320d34aa6c5ed9c049805?cid=29942d75c20b46b9b01eb4cd31edff20
2DIo5VoBB6X1GzgpGbmMIF,0.514,0.779,8,-5.136,1,0.0417,0.00314,1.3e-05,0.0637,0.313,91.089,217538,4,False,65,2023-03-24,5rHd8n9uWIpq9w0PP5ZcI3,So Much (For) Stardust,2,https://p.scdn.co/mp3-preview/a978e6d15c8a11edcad391480ce14387a705de7f?cid=29942d75c20b46b9b01eb4cd31edff20
